permalink,tweet_nonce,tweet_id,user_id,username,fullname,posted_time,reply_count,retweet_count,favorite_count,body
https://twitter.com/aspectasylumx/status/960258724236578818,960258724236578818-e70e4dcb-e5b3-411d-9ee7-8223632ef855,960258724236578818,704065145262231556,@aspectasylumx@360th,aspect asylum⛥ [卐],1517778495,1,2,0,Is that a pregnancy test?
https://twitter.com/physorg_com/status/960234555805519872,960234555805519872-f62ceb0a-1201-4889-8652-8ce689568773,960234555805519872,17248121,@physorg_com,Phys.org,1517772733,6,81,332,#SpaceX's hot new monster #rocket ready for first test flight https://phys.org/news/2018-02-spacex-hot-monster-rocket-ready.html …
https://twitter.com/_MissHill/status/960224875511209984,960224875511209984-cac35c32-960a-4ca7-b08b-4be039721a17,960224875511209984,935111473889718273,@_MissHill,the aloof girl,1517770425,1,2,6,Imagination and curiousity opens up a universe of possibilities to what is out there and bolsters a craving to comprehend it better and test common knowledge.
https://twitter.com/ClaytonTumas/status/960219618639011840,960219618639011840-9e66e805-80c3-4985-bd7e-f84bfa19e366,960219618639011840,942916860101779457,@ClaytonTumas,Clayton Tumas,1517769171,0,17,40,Teacher: Did you do last nights homework?Student: Did you grade my test?Teacher: I have other students tests to grade.Student: And I have other homework to do
https://twitter.com/Valiant50015/status/960242415549501443,960242415549501443-a0c0f742-15d8-4c8b-aff5-a42f4a2a05e7,960242415549501443,44721111,@Valiant50015,Valiant50015,1517774606,1,2,13,"Valiant had a successful test run to Heywood and back yesterday, all looks good again!"
https://twitter.com/AAskelson/status/960235342451363841,960235342451363841-bd1b0362-cdb6-46c6-8c2e-e1a8e77daa84,960235342451363841,995405563,@AAskelson, ☯️nAmyste blissfully happy. 😇 🔥,1517772920,2,25,68,Positive test. #MyTwoWordNightmare pic.twitter.com/5VX6NjEpW2
https://twitter.com/ebrennan66/status/960246387236638721,960246387236638721-d13b6d58-db82-46c0-b7e2-f905ad034ab9,960246387236638721,2260556377,@ebrennan66,ec,1517775553,1,1,7,I GOT A 95 ON MY TRIG TEST THAT I STUDIED 12 HOURS FOR!!!!!!!!!! I HAVE A 95 IN A MATH CLASS??????? WHO AM I
https://twitter.com/michaelfazel/status/960257814437531656,960257814437531656-fa079aef-0508-4d59-af0b-770a8013ef5a,960257814437531656,2942376401,@michaelfazel@EagleSpeed4311,mike,1517778278,0,5,34,He also said Foles would throw for 88 yards and get sacked 8 times. Obviously @nflnetwork doesn’t drug test https://twitter.com/eaglespeed4311/status/960255785551896576 …
https://twitter.com/Survols/status/960246896316043270,960246896316043270-cc327220-7db1-4d55-8f7c-0090b0054390,960246896316043270,706974126511169536,@Survols,Survols,1517775675,1,6,11,"A very epic #Maiden #Flight of the #F16 #Fighting #Falcon, #takeoff and #landing, accomplished by a great test #pilot : Phil Oestricher... #avgeekpic.twitter.com/EOwZlR7MaW"
https://twitter.com/NavyTimes/status/960244388889755649,960244388889755649-d532a85a-a3a7-4ec1-9e7c-e50224554654,960244388889755649,27114180,@NavyTimes,Navy Times,1517775077,0,12,36,The second Zumwalt-class stealth destroyer built at Maine’s Bath Iron Works has passed its sea test. https://trib.al/k33X0Hz pic.twitter.com/hR0Z9YV1SU
